2019,2018,Institution Name,Country,Classification,,,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,Overall Score
  801-1000,  801-1000,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,Greece,M,FO,VH,4,A,-,-,32.2,293,-,-,17.8,584,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,AUBURN UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,22.1,515,-,-,15.7,580,7.2 - 14.2
  801-1000,  801-1000,AUSTRALIAN CATHOLIC UNIVERSITY,Australia,L,CO,HI,3,A,-,-,-,-,-,-,-,-,34.3,427,33.6,400,7.2 - 14.2
  801-1000,  801-1000,BABES-BOLYAI UNIVERSITY,Romania,XL,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,BAKU STATE UNIVERSITY,Azerbaijan,L,FO,HI,4,A,-,-,-,-,38.4,398,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,BANARAS HINDU UNIVERSITY,India,L,FC,HI,5,A,-,-,-,-,-,-,18.8,571,-,-,-,-,7.2 - 14.2
  801-1000,,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,Bangladesh,M,SP,HI,3,A,-,-,32.3,292,-,-,-,-,,-,-,-,7.2 - 14.2
  801-1000,  801-1000,BAYLOR UNIVERSITY,United States,L,CO,HI,5,B,-,-,-,-,-,-,16.9,597,-,-,-,-,7.2 - 14.2
  801-1000,751-800,BELARUSIAN NATIONAL TECHNICAL UNIVERSITY,Belarus,L,SP,LO,4,A,-,-,20.3,459,39,394,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,BENEM…RITA UNIVERSIDAD AUT”NOMA DE PUEBLA,Mexico,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,BINGHAMTON UNIVERSITY SUNY,United States,L,CO,HI,4,A,-,-,-,-,-,-,25.2,476,15.3,592,36.8,374,7.2 - 14.2
  801-1000,  801-1000,BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,India,M,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,BIRZEIT UNIVERSITY,Palestinian Territory,L,CO,MD,4,B,-,-,-,-,-,-,-,-,15.3,591,-,-,7.2 - 14.2
  801-1000,751-800,BRIGHAM YOUNG UNIVERSITY,United States,XL,CO,VH,5,B,-,-,26.3,370,-,-,23.3,505,-,-,-,-,7.2 - 14.2
  801-1000,751-800,BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,Hungary,L,FO,VH,5,A,-,-,20.4,457,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,CENTRAL SOUTH UNIVERSITY,China,XL,FC,VH,2,A,-,-,-,-,-,-,36.2,351,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,CHARLES STURT UNIVERSITY,Australia,L,CO,HI,5,A,-,-,-,-,-,-,-,-,19.3,543,67,208,7.2 - 14.2
  801-1000,  801-1000,CHONGQING UNIVERSITY,China,XL,CO,VH,4,A,-,-,-,-,-,-,29.7,436,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,CORVINUS UNIVERSITY OF BUDAPEST,Hungary,M,FO,VH,5,A,-,-,25.9,376,-,-,-,-,,-,34.1,395,7.2 - 14.2
  801-1000,,CRACOW UNIVERSITY OF TECHNOLOGY,Poland,L,FO,HI,4,A,-,-,-,-,32.8,466,-,-,,-,,-,7.2 - 14.2
  801-1000,701-750,DE LA SALLE UNIVERSITY,Philippines,L,CO,MD,5,B,-,-,31.4,303,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,DIPONEGORO UNIVERSITY,Indonesia,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,DOSHISHA UNIVERSITY,Japan,L,CO,HI,5,B,-,-,-,-,-,-,-,-,23.7,498,-,-,7.2 - 14.2
  801-1000,  801-1000,EDINBURGH NAPIER UNIVERSITY,United Kingdom,M,CO,HI,3,A,-,-,-,-,-,-,-,-,41.7,369,92.5,89,7.2 - 14.2
  801-1000,,ESCUELA SUPERIOR POLIT…CNICA DEL LITORAL - ESPOL,Ecuador,M,FO,HI,4,A,-,-,26,374,27.1,537,-,-,18.1,563,-,-,7.2 - 14.2
  801-1000,  801-1000,FENG CHIA UNIVERSITY,Taiwan,L,FO,VH,4,C,-,-,-,-,-,-,-,-,-,-,15.8,576,7.2 - 14.2
  801-1000,751-800,FLORIDA INTERNATIONAL UNIVERSITY,United States,XL,CO,VH,4,A,-,-,-,-,-,-,20.8,536,21.1,515,16.4,568,7.2 - 14.2
  801-1000,  801-1000,FORDHAM UNIVERSITY,United States,L,CO,HI,5,B,-,-,-,-,26.7,544,-,-,32.7,436,35.1,386,7.2 - 14.2
  801-1000,  801-1000,FU JEN CATHOLIC UNIVERSITY,Taiwan,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,GAZI ‹NIVERSITESI,Turkey,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,GEORGE MASON UNIVERSITY,United States,L,CO,VH,3,A,-,-,-,-,-,-,21,533,-,-,16.1,573,7.2 - 14.2
  801-1000,751-800,HACETTEPE UNIVERSITY,Turkey,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,ISTANBUL UNIVERSITY,Turkey,XL,FC,HI,5,A,17,481,18.6,487,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,751-800,KASETSART UNIVERSITY,Thailand,XL,CO,HI,4,A,21.9,375,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,KAZAKH ABLAI KHAN UNIVERSITY OF INTERNATIONAL RELATIONS AND WORLD LANGUAGES,Kazakhstan,M,SP,LO,4,A,-,-,-,-,48.7,312,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,KHON KAEN UNIVERSITY,Thailand,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,751-800,KING FAISAL UNIVERSITY,Saudi Arabia,XL,FO,HI,3,A,-,-,-,-,-,-,-,-,100,49,-,-,7.2 - 14.2
  801-1000,  801-1000,KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI,Thailand,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,651-700,KUWAIT UNIVERSITY,Kuwait,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,56.4,306,35,387,7.2 - 14.2
  801-1000,,KYOTO INSTITUTE OF TECHNOLOGY,Japan,S,FO,VH,4,A,-,-,-,-,29,511,16.6,600,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,KYUSHU INSTITUTE OF TECHNOLOGY,Japan,M,FO,VH,5,A,-,-,-,-,-,-,25.3,473,15,596,-,-,7.2 - 14.2
  801-1000,,LODZ UNIVERSITY OF TECHNOLOGY,Poland,L,CO,HI,4,A,-,-,-,-,35.6,423,-,-,-,-,-,-,7.2 - 14.2
  801-1000,751-800,LOYOLA UNIVERSITY CHICAGO,United States,L,FC,HI,5,B,-,-,-,-,31.1,490,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,MANCHESTER METROPOLITAN UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,40.4,378,37,371,7.2 - 14.2
  801-1000,  801-1000,MARQUETTE UNIVERSITY,United States,M,CO,VH,5,B,-,-,-,-,31.4,488,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,MEIJI UNIVERSITY,Japan,XL,CO,HI,5,C,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,MIAMI UNIVERSITY,United States,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,27.2,452,7.2 - 14.2
  801-1000,,MULTIMEDIA UNIVERSITY (MMU),Malaysia,M,SP,HI,2,C,-,-,-,-,-,-,-,-,24.6,491,22.7,489,7.2 - 14.2
  801-1000,,MUSTANSIRIYAH UNIVERSITY,Iraq,XL,FC,LO,4,A,-,-,-,-,30.8,494,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,NATIONAL CHUNG CHENG UNIVERSITY,Taiwan,M,CO,VH,3,A,-,-,-,-,-,-,20.1,550,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,NICOLAUS COPERNICUS UNIVERSITY,Poland,L,FC,HI,4,A,-,-,-,-,37.5,409,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,NORTH-WEST UNIVERSITY,South Africa,XL,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,NOTRE DAME UNIVERSITY - LOUAIZE (NDU),Lebanon,M,CO,MD,3,B,-,-,-,-,-,-,-,-,77.5,216,16.4,567,7.2 - 14.2
  801-1000,  801-1000,NOTTINGHAM TRENT UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,30.6,319,-,-,-,-,47.8,338,26.5,458,7.2 - 14.2
  801-1000,  801-1000,NOVOSIBIRSK STATE TECHNICAL UNIVERSITY,Russia,L,FO,HI,4,A,-,-,-,-,-,-,-,-,-,-,44.7,317,7.2 - 14.2
  801-1000,  801-1000,OCHANOMIZU UNIVERSITY,Japan,S,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,OHIO UNIVERSITY,United States,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,PLEKHANOV RUSSIAN UNIVERSITY OF ECONOMICS,Russia,L,SP,LO,5,A,-,-,19.3,474,40.6,378,-,-,-,-,18.3,542,7.2 - 14.2
  801-1000,  801-1000,PONTIFICIA UNIVERSIDAD CAT”LICA DEL ECUADOR,Ecuador,L,FC,LO,4,B,-,-,-,-,33,462,-,-,17.9,565,-,-,7.2 - 14.2
  801-1000,  801-1000,PONTIFÕCIA UNIVERSIDADE CAT”LICA DO RIO GRANDE DO SUL,Brazil,M,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,POZNAN UNIVERSITY OF TECHNOLOGY,Poland,L,FO,VH,4,A,-,-,-,-,-,-,-,-,,-,,-,7.2 - 14.2
  801-1000,  801-1000,PRINCE OF SONGKLA UNIVERSITY,Thailand,XL,FC,HI,4,A,16.9,484,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,701-750,RHODES UNIVERSITY,South Africa,M,CO,VH,5,A,-,-,-,-,-,-,23.9,492,,-,51.6,283,7.2 - 14.2
  801-1000,,RIGA STRADINS UNIVERSITY,Latvia,M,FO,HI,4,A,-,-,-,-,-,-,-,-,-,-,78.5,156,7.2 - 14.2
  801-1000,  801-1000,RITSUMEIKAN UNIVERSITY,Japan,XL,CO,HI,5,B,-,-,22.3,422,-,-,-,-,34.6,422,-,-,7.2 - 14.2
  801-1000,  801-1000,RYERSON UNIVERSITY,Canada,XL,CO,HI,4,A,-,-,23,412,-,-,32.1,405,,-,-,-,7.2 - 14.2
  801-1000,  801-1000,SAITAMA UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,27.5,532,21.6,521,15.2,593,-,-,7.2 - 14.2
  801-1000,  801-1000,SAN DIEGO STATE UNIVERSITY,United States,XL,CO,HI,5,A,-,-,-,-,-,-,28.4,446,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,SAVITRIBAI PHULE PUNE UNIVERSITY,India,M,CO,HI,4,A,-,-,-,-,25.8,560,-,-,,-,-,-,7.2 - 14.2
  801-1000,  801-1000,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,South Korea,M,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,SEPULUH NOPEMBER INSTITUTE OF TECHNOLOGY,Indonesia,L,SP,MD,4,A,-,-,-,-,-,-,-,-,31.3,442,-,-,7.2 - 14.2
  801-1000,  801-1000,SHAHID BEHESHTI UNIVERSITY TEHRAN,Iran,L,FO,VH,4,A,-,-,-,-,-,-,21.9,517,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,SHINSHU UNIVERSITY,Japan,M,FC,VH,4,A,-,-,-,-,35.3,428,18.9,570,-,-,-,-,7.2 - 14.2
  801-1000,,SHIRAZ UNIVERSITY,Iran,L,CO,VH,4,A,-,-,-,-,-,-,35.2,360,,-,-,-,7.2 - 14.2
  801-1000,,SIBERIAN FEDERAL UNIVERSITY,Russia,L,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,701-750,"SOFIA UNIVERSITY ""ST. KLIMENT OHRIDSKI""",Bulgaria,L,CO,HI,5,A,-,-,18.3,490,35.2,433,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,SOUTH URAL STATE UNIVERSITY,Russia,L,CO,HI,4,A,-,-,-,-,46.8,332,-,-,-,-,20.7,511,7.2 - 14.2
  801-1000,  801-1000,SOUTHERN CROSS UNIVERSITY,Australia,M,CO,HI,2,A,-,-,-,-,-,-,30.7,418,31.7,440,59.6,243,7.2 - 14.2
  801-1000,,TALLINN UNIVERSITY,Estonia,M,FO,HI,2,A,-,-,-,-,-,-,-,-,64.1,269,17.5,553,7.2 - 14.2
  801-1000,,TECHNICAL UNIVERSITY OF KOSICE,Slovakia,M,FO,VH,4,A,-,-,,-,39,393,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,TECNOL”GICO DE COSTA RICA -TEC,Costa Rica,M,FO,MD,3,A,-,-,20.5,456,35.4,427,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,THAPAR UNIVERSITY,India,M,FO,VH,4,A,-,-,-,-,-,-,18.9,567,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,THE ROBERT GORDON UNIVERSITY,United Kingdom,M,CO,HI,3,A,-,-,-,-,-,-,-,-,53.1,320,67.6,204,7.2 - 14.2
  801-1000,  801-1000,TOKAI UNIVERSITY,Japan,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD AUSTRAL DE CHILE,Chile,L,FC,MD,4,B,-,-,-,-,-,-,-,-,19.1,549,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD AUT”NOMA DE NUEVO LE”N (UANL),Mexico,XL,FC,MD,4,A,16.6,496,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD AUT”NOMA DEL ESTADO DE M…XICO,Mexico,XL,FC,MD,5,A,18.7,436,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,651-700,UNIVERSIDAD CAT”LICA ANDR…S BELLO - UCAB,Venezuela,L,FO,LO,4,B,17.8,462,51.1,166,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE CASTILLA-LA MANCHA,Spain,L,FC,HI,3,A,-,-,-,-,25.6,562,-,-,-,-,-,-,7.2 - 14.2
  801-1000,701-750,UNIVERSIDAD DE LA REP⁄BLICA (UDELAR),Uruguay,XL,FC,HI,5,A,-,-,-,-,24.4,580,-,-,-,-,-,-,7.2 - 14.2
  801-1000,751-800,UNIVERSIDAD DE LA SABANA,Colombia,L,FC,MD,3,B,-,-,35.8,264,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE LOS ANDES M…RIDA,Venezuela,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE MONTERREY,Mexico,M,FC,LO,3,A,-,-,-,-,-,-,-,-,15.8,585,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE MURCIA,Spain,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE OVIEDO,Spain,L,CO,VH,5,A,-,-,-,-,-,-,16.9,598,,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE PUERTO RICO,Puerto Rico,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE TALCA,Chile,M,CO,HI,3,A,-,-,-,-,-,-,-,-,25.1,489,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DE VALPARAÕSO,Chile,L,FC,MD,3,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DEL NORTE,Colombia,L,FC,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DEL ROSARIO,Colombia,M,CO,HI,5,B,-,-,25.8,377,-,-,-,-,19.1,550,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD DEL VALLE,Colombia,L,FC,MD,4,A,19,427,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,751-800,UNIVERSIDAD DIEGO PORTALES,Chile,L,FC,MD,3,B,-,-,30.1,324,-,-,-,-,18.2,561,-,-,7.2 - 14.2
  801-1000,,UNIVERSIDAD EAFIT,Colombia,L,CO,MD,4,B,-,-,62.5,118,-,-,-,-,,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Colombia,L,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,UNIVERSIDAD LATINOAMERICANA DE CIENCIA Y TECNOLOGÕA COSTA RICA (ULACIT),Costa Rica,S,CO,LO,3,B,-,-,-,-,26,556,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD METROPOLITANA,Venezuela,M,CO,LO,3,B,-,-,19.1,479,-,-,-,-,15.4,590,-,-,7.2 - 14.2
  801-1000,701-750,UNIVERSIDAD NACIONAL DE C”RDOBA,Argentina,XL,CO,HI,5,A,22.3,368,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD NACIONAL DE CUYO,Argentina,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,16.4,569,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,Argentina,L,CO,HI,3,A,-,-,-,-,37.7,407,-,-,,-,,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD NACIONAL DE ROSARIO,Argentina,XL,FC,MD,4,A,18.4,446,-,-,-,-,-,-,,-,,-,7.2 - 14.2
  801-1000,,UNIVERSIDAD NACIONAL DEL LITORAL,Argentina,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,Peru,XL,FC,MD,5,A,18,459,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD PERUANA CAYETANO HEREDIA,Peru,M,FO,VH,4,B,-,-,-,-,-,-,-,-,40.3,380,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD REY JUAN CARLOS,Spain,XL,CO,HI,2,A,-,-,22.3,423,-,-,-,-,-,-,16.9,561,7.2 - 14.2
  801-1000,751-800,UNIVERSIDAD SIM”N BOLÕVAR VENEZUELA,Venezuela,M,FO,VH,4,A,-,-,21.6,438,-,-,-,-,,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD T…CNICA FEDERICO SANTA MARÕA,Chile,L,FO,HI,4,B,-,-,33,288,-,-,-,-,20.7,524,-,-,7.2 - 14.2
  801-1000,,UNIVERSIDAD TECNOL”GICA DE PANAM¡ (UTP),Panama,L,CO,LO,3,A,-,-,28.6,345,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDAD TECNOL”GICA NACIONAL (UTN),Argentina,XL,FO,MD,4,A,-,-,28.9,340,35.5,426,-,-,,-,,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE DA CORU—A,Spain,L,CO,HI,3,A,-,-,-,-,41.1,376,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,UNIVERSIDADE DE VIGO,Spain,L,CO,VH,3,A,-,-,-,-,-,-,22.8,509,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ),Brazil,XL,FC,HI,4,A,-,-,-,-,28.2,525,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE ESTADUAL DE LONDRINA,Brazil,L,FC,HI,3,A,-,-,-,-,44.4,346,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE FEDERAL DA BAHIA,Brazil,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE FEDERAL DE SANTA MARIA,Brazil,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE FEDERAL DE VI«OSA,Brazil,L,FC,HI,4,A,-,-,-,-,24.5,576,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE FEDERAL DO CEAR¡ (UFC),Brazil,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE FEDERAL DO PARAN¡ (UFPR),Brazil,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE FEDERAL DO PERNAMBUCO,Brazil,XL,FC,HI,4,A,-,-,-,-,28.8,518,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIDADE FEDERAL FLUMINENSE,Brazil,XL,FC,HI,4,A,-,-,-,-,37.3,411,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT¿ DEGLI STUDI DI CATANIA (UNICT),Italy,L,FC,VH,5,A,-,-,-,-,-,-,29.9,433,-,-,-,-,7.2 - 14.2
  801-1000,701-750,UNIVERSIT¿ DEGLI STUDI DI MODENA E REGGIO EMILIA,Italy,L,FC,HI,5,A,-,-,-,-,-,-,33.8,375,-,-,-,-,7.2 - 14.2
  801-1000,751-800,UNIVERSIT¿ DEGLI STUDI ROMA TRE,Italy,XL,CO,HI,3,A,16.8,490,-,-,-,-,21.4,525,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT¿† DEGLI STUDI DI PALERMO,Italy,L,CO,VH,5,A,-,-,-,-,-,-,22.7,510,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT… DE CAEN BASSE-NORMANDIE,France,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT… DE CERGY-PONTOISE,France,L,CO,HI,3,A,-,-,,-,-,-,-,-,30.3,450,31.9,411,7.2 - 14.2
  801-1000,751-800,UNIVERSIT… DE LORRAINE,France,XL,CO,MD,5,A,16.6,498,-,-,-,-,-,-,14.7,600,40.2,346,7.2 - 14.2
  801-1000,751-800,UNIVERSIT… DE NANTES,France,XL,CO,VH,5,A,-,-,-,-,-,-,-,-,20.2,533,23.6,481,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT… DE POITIERS,France,L,CO,HI,5,A,-,-,-,-,-,-,-,-,,-,40.5,343,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT… JEAN MOULIN LYON 3,France,L,SP,MD,5,A,-,-,-,-,-,-,-,-,26,479,41.4,338,7.2 - 14.2
  801-1000,751-800,UNIVERSIT… LUMI»RE LYON 2,France,L,SP,HI,5,A,-,-,-,-,-,-,-,-,26,480,23.9,474,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT… PARIS OUEST NANTERRE LA D…FENSE,France,XL,FO,HI,5,A,-,-,-,-,-,-,-,-,-,-,20.1,524,7.2 - 14.2
  801-1000,  801-1000,UNIVERSIT… PAUL-VAL…RY MONTPELLIER 3,France,L,FO,MD,5,A,-,-,-,-,-,-,-,-,20.5,528,80.5,145,7.2 - 14.2
  801-1000,751-800,"UNIVERSIT… TOULOUSE 1, CAPITOLE",France,L,FO,MD,5,A,-,-,-,-,-,-,-,-,43.1,358,65.3,218,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF ARKANSAS,United States,L,CO,HI,5,A,-,-,-,-,-,-,18.5,579,-,-,-,-,7.2 - 14.2
  801-1000,,UNIVERSITY OF BABYLON,Iraq,L,FC,MD,3,A,-,-,-,-,30.5,497,-,-,,-,,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF BAHRAIN,Bahrain,L,CO,MD,3,A,-,-,23.1,411,-,-,-,-,98.1,96,23.1,485,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF BARI,Italy,L,FC,HI,4,A,-,-,-,-,-,-,22.9,507,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF BELGRADE,Serbia,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF BRAWIJAYA,Indonesia,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,701-750,UNIVERSITY OF BUCHAREST,Romania,XL,FO,VH,5,A,17,483,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,751-800,UNIVERSITY OF CALCUTTA,India,L,CO,VH,5,A,-,-,-,-,-,-,24.8,483,,-,,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF CENTRAL LANCASHIRE,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,36.2,409,48.9,293,7.2 - 14.2
  801-1000,751-800,UNIVERSITY OF COLOMBO,Sri Lanka,L,CO,MD,5,A,-,-,20.4,458,-,-,-,-,,-,-,-,7.2 - 14.2
  801-1000,701-750,UNIVERSITY OF DHAKA,Bangladesh,XL,FC,MD,4,A,-,-,29.9,326,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF ENGINEERING & TECHNOLOGY (UET) LAHORE,Pakistan,L,FO,HI,4,A,-,-,25.3,384,-,-,-,-,-,-,14.8,599,7.2 - 14.2
  801-1000,,UNIVERSITY OF GDANSK,Poland,L,FO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,701-750,UNIVERSITY OF LATVIA,Latvia,L,FC,MD,4,A,-,-,-,-,26.6,547,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF LODZ,Poland,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF MARIBOR,Slovenia,L,FC,HI,3,A,-,-,-,-,33.3,459,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,UNIVERSITY OF MISSISSIPPI,United States,L,CO,VH,5,A,-,-,-,-,38.2,402,-,-,-,-,-,-,7.2 - 14.2
