2018,2017,Institution Name,Country,Classification,,,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,Overall Score
  801-1000,,SOUTHERN CROSS UNIVERSITY ,Australia,M,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,SUMY STATE UNIVERSITY,Ukraine,M,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,THE ROBERT GORDON UNIVERSITY,United Kingdom,M,FO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,TOKAI UNIVERSITY,Japan,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD AUSTRAL DE CHILE,Chile,L,FC,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD AUT”NOMA DE NUEVO LE”N (UANL),Mexico,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD AUT”NOMA DEL ESTADO DE M…XICO,Mexico,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE CASTILLA-LA MANCHA,Spain,L,FC,HI,,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE GUADALAJARA (UDG),Mexico,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE LAS AM…RICAS PUEBLA (UDLAP),Mexico,M,FC,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE LOS ANDES M…RIDA,Venezuela,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE MONTERREY,Mexico,M,SP,,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE MURCIA,Spain,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,UNIVERSIDAD DE OVIEDO,Spain,L,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE PUERTO RICO,Puerto Rico,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE TALCA,Chile,M,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DE VALPARAÕSO,Chile,L,FC,MD,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DEL NORTE,Colombia,L,FC,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DEL ROSARIO,Colombia,M,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD DEL VALLE,Colombia,L,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Colombia,L,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD METROPOLITANA,Venezuela,M,CO,LO,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD NACIONAL COSTA RICA,Costa Rica,L,CO,MD,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD NACIONAL DE CUYO,Argentina,L,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,Argentina,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD NACIONAL DE ROSARIO,Argentina,XL,FC,MD,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD NACIONAL DE TUCUM¡N,Argentina,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD NACIONAL DEL SUR,Argentina,L,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,Peru,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD PANAMERICANA (UP),Mexico,L,FO,MD,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD PERUANA CAYETANO HEREDIA,Peru,M,FO,VH,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD REY JUAN CARLOS,Spain,XL,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD T…CNICA FEDERICO SANTA MARÕA,Chile,L,FO,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDAD TECNOL”GICA NACIONAL (UTN),Argentina,XL,FO,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE DA CORU—A ,Spain,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ),Brazil,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE ESTADUAL DE LONDRINA,Brazil,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE FEDERAL DA BAHIA,Brazil,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE FEDERAL DE SANTA MARIA,Brazil,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE FEDERAL DE VI«OSA,Brazil,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE FEDERAL DO CEAR¡ (UFC),Brazil,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE FEDERAL DO PARAN¡ (UFPR),Brazil,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE FEDERAL DO PERNAMBUCO,Brazil,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIDADE FEDERAL FLUMINENSE,Brazil,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT¿ DEGLI STUDI DI CATANIA (UNICT),Italy,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT¿ DEGLI STUDI DI SIENA (UNISI),Italy,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT¿† DEGLI STUDI DI PALERMO,Italy,XL,,,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITAS MUHAMMADIYAH SURAKARTA,Indonesia,XL,FO,LO,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,651-700,UNIVERSITƒT ROSTOCK,Germany,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… CHARLES-DE-GAULLE LILLE 3,France,L,FO,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… DE CAEN BASSE-NORMANDIE,France,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… DE CERGY-PONTOISE,France,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… DE POITIERS,France,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… JEAN MOULIN LYON 3,France,L,SP,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… LILLE 2 DROIT ET SANT…,France,L,FO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,UNIVERSIT… MOHAMMED V DE RABAT,Morocco,XL,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… PARIS OUEST NANTERRE LA D…FENSE,France,XL,FO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSIT… PAUL-VAL…RY MONTPELLIER 3,France,L,FO,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF ARKANSAS,United States,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF BAHRAIN,Bahrain,L,CO,MD,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF BARI,Italy,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF BELGRADE,Serbia,XL,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF BRAWIJAYA ,Indonesia,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF CENTRAL LANCASHIRE,United Kingdom,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF EAST LONDON,United Kingdom,M,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF ENGINEERING & TECHNOLOGY (UET) LAHORE,Pakistan,L,FO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF GHANA,Ghana,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF GREENWICH,United Kingdom,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF KARACHI,Pakistan,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF LAHORE,Pakistan,L,FO,MD,2,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF MARIBOR,Slovenia,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,601-650,UNIVERSITY OF MISSISSIPPI,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF MONTANA MISSOULA ,United States,M,,,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF MUMBAI,India,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF NAIROBI,Kenya,XL,FC,MD,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF NEW ENGLAND ,Australia,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF PUNE,India,M,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF SAN DIEGO,United States,M,CO,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF SAN FRANCISCO,United States,M,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF SANTO TOMAS,Philippines,XL,FC,LO,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF THE PACIFIC,United States,M,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,UNIVERSITY OF THE SUNSHINE COAST ,Australia,M,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF THE WESTERN CAPE,South Africa,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY OF WROCLAW,Poland,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UNIVERSITY TOULOUSE ñ JEAN JAUR»S,France,L,FO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,UTAH STATE UNIVERSITY ,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,VERONA UNIVERSITY,Italy,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,VORONEZH STATE UNIVERSITY,Russia,L,CO,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,VYTAUTAS MAGNUS UNIVERSITY,Lithuania,M,FO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,WEST UNIVERSITY OF TIMISOARA,Romania,L,FO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,WROCLAW UNIVERSITY OF TECHNOLOGY,Poland,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,BAYLOR COLLEGE OF MEDICINE,United States,S,SP,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,BI NORWEGIAN BUSINESS SCHOOL,Norway,L,SP,VH,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,  386=,CHUNG-ANG UNIVERSITY ,South Korea,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,COPENHAGEN BUSINESS SCHOOL,Denmark,L,SP,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,CRANFIELD UNIVERSITY,United Kingdom,S,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,ESCP EUROPE,France,S,SP,MD,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,"ESSEC BUSINESS SCHOOL, PARIS",France,M,SP,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,EUROPEAN BUSINESS SCHOOL,Germany,S,SP,MD,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,HEC PARIS,France,S,SP,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,INSEAD (FRANCE),France,S,SP,VH,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,JAWAHARLAL NEHRU UNIVERSITY,India,S,CO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,KAROLINSKA INSTITUTE,Sweden,M,SP,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY (KAUST),Saudi Arabia,S,FO,VH,1,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,LONDON BUSINESS SCHOOL,United Kingdom,S,SP,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,STOCKHOLM SCHOOL OF ECONOMICS,Sweden,S,SP,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,UNIVERSIT¿ COMMERCIALE LUIGI BOCCONI,Italy,L,SP,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,"UNIVERSIT… DE TECHNOLOGIE, COMPI»GNE (UTC)",France,S,SP,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO (UCSF)",United States,S,SP,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,"UNIVERSITY OF ECONOMICS, PRAGUE ",Czech Republic,L,SP,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,WEIZMANN INSTITUTE OF SCIENCE,Israel,S,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
N/A,N/A,WHU OTTO BEISHEIM SCHOOL OF MANAGEMENT - KOBLENZ,Germany,S,SP,VH,3,,-,-,-,-,-,-,-,-,-,-,-,-,-
Source: QS Intelligence Unit (www.topuniversities.com). With permission. Copyright 2004-2017 QS Quacquarelli Symonds Ltd. Contact: intelligenceunit@qs.com / Ph. +44 207 284 7200 / www.iu.qs.com,,,,,,,,,,,,,,,,,,,,,
"You may not reconfigure the data or content in any way. If reproducing any part of the data, you must maintain the layout and content as displayed on this spreadsheet. ",,,,,,,,,,,,,,,,,,,,,
"Under no circumstances should data be re-ordered or combined with other data for supplementary analyses in any context without prior written permission and full disclosure of the intentions of any further analysis. To obtain permission, contact Mr Ben Sowter (ben@qs.com) and copy the QS Press Office (qspressoffice@qs.com)",,,,,,,,,,,,,,,,,,,,,
,,Find the rankings methodology on www.iu.qs.com,,,,,,,,,,,,,,,,,,,
